"EmployeeID","Attrition","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Age","BusinessTravel","Department","DistanceFromHome","Education","Gender","JobLevel","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager"
"206","Yes","3","4","1","1","4","26","Travel_Rarely","Sales","1","3","Female","2","Single","24260","1","22","8","0","1","3","1","0","0"
"207","No","2","4","4","3","3","37","Travel_Rarely","Research & Development","8","1","Male","1","Single","41930","4","16","8","1","12","5","6","1","2"
"208","No","1","3","2","3","3","46","Travel_Frequently","Research & Development","4","1","Male","5","Married","29110","5","13","8","0","28","3","2","1","2"
"209","No","2","1","3","3","3","41","Travel_Rarely","Research & Development","24","1","Male","1","Married","26610","7","14","8","1","22","2","18","11","8"
"210","No","1","2","3","3","3","37","Non-Travel","Research & Development","7","2","Male","1","Divorced","20280","1","16","8","1","9","3","9","7","7"
"211","No","4","1","3","3","3","52","Travel_Rarely","Sales","2","1","Male","1","Divorced","99800","NA","11","8","1","18","2","10","6","9"
"212","Yes","4","3","3","2","4","32","Non-Travel","Research & Development","7","2","Female","2","Married","32980","8","22","8","0","6","4","4","1","2"
"213","No","4","4","3","2","3","24","Travel_Frequently","Sales","22","3","Female","1","Married","29350","0","14","8","2","3","5","2","2","1"
"214","No","3","3","3","3","3","38","Travel_Rarely","Research & Development","5","3","Female","1","Married","154270","3","16","8","1","18","2","1","0","0"
"215","No","2","2","2","3","3","37","Travel_Rarely","Research & Development","1","4","Female","5","Married","39440","6","11","8","2","8","3","6","4","3"
"216","No","4","3","3","1","3","49","Travel_Rarely","Sales","21","1","Male","1","Divorced","40110","1","18","8","2","31","2","31","0","9"
"217","No","2","4","3","2","3","24","Travel_Rarely","Sales","1","3","Female","1","Married","34070","1","15","8","2","6","2","6","1","4"
"218","No","1","2","4","3","3","26","Travel_Rarely","Research & Development","19","4","Female","4","Married","119940","1","14","8","1","6","6","5","1","4"
"219","No","4","2","3","1","3","24","Travel_Rarely","Sales","7","3","Female","1","Married","12320","1","12","8","0","1","4","1","0","0"
"220","No","1","2","3","3","3","50","Travel_Frequently","Sales","2","2","Male","1","Married","29600","1","14","8","3","32","2","32","10","7"
"221","No","2","3","3","2","3","25","Travel_Rarely","Research & Development","2","3","Male","1","Married","190940","1","16","8","0","7","3","7","0","6"
"222","Yes","1","3","3","3","4","24","Travel_Frequently","Research & Development","2","3","Male","2","Married","39190","1","21","8","0","6","3","6","1","2"
"223","Yes","2","1","4","3","3","30","Travel_Frequently","Research & Development","9","3","Male","2","Married","68250","1","14","8","0","1","2","1","0","0"
"224","No","2","4","3","3","3","34","Travel_Rarely","Sales","6","2","Male","4","Married","102480","1","12","8","1","6","4","6","1","3"
"225","Yes","2","1","1","2","3","31","Travel_Rarely","Research & Development","9","1","Female","1","Divorced","189470","2","12","8","2","9","2","3","1","2"
"226","No","1","4","3","3","3","35","Travel_Rarely","Research & Development","2","3","Female","5","Single","24960","4","17","8","3","9","3","3","0","2"
"227","No","1","4","4","3","3","31","Travel_Rarely","Sales","1","3","Female","2","Divorced","64650","4","17","8","0","13","3","7","5","7"
"228","No","1","3","2","3","3","27","Travel_Rarely","Sales","22","4","Male","1","Divorced","22060","0","14","8","1","6","4","5","0","3"
"229","No","4","3","2","3","3","37","Travel_Rarely","Sales","9","4","Female","2","Married","20860","4","14","8","0","17","3","3","1","0"
"230","No","4","2","4","1","3","20","Travel_Rarely","Research & Development","17","4","Female","1","Single","22930","1","13","8","2","1","3","1","0","0"
"231","No","3","4","3","3","3","42","Travel_Rarely","Research & Development","28","4","Female","2","Married","26450","1","15","8","0","10","5","10","2","2"
"232","No","2","4","2","3","3","43","Travel_Rarely","Research & Development","10","5","Female","2","Divorced","26830","4","11","8","0","21","3","1","0","0"
"233","No","3","1","2","4","3","38","Travel_Rarely","Human Resources","2","4","Male","1","Single","20140","3","17","8","1","8","5","0","0","0"
"234","No","4","3","3","3","3","43","Travel_Frequently","Sales","4","3","Female","2","Divorced","34190","3","11","8","1","10","5","8","4","7"
"235","No","4","1","1","4","3","48","Travel_Rarely","Research & Development","8","1","Male","2","Married","53760","7","13","8","1","21","3","3","0","2"
"236","No","1","3","4","4","4","44","Travel_Rarely","Sales","29","4","Male","2","Single","19510","4","22","8","3","10","4","2","0","2"
"237","No","3","3","3","2","4","34","Travel_Rarely","Research & Development","13","4","Female","1","Divorced","23410","1","20","8","2","8","3","8","0","6"
"238","Yes","3","1","3","3","3","27","Travel_Rarely","Sales","27","3","Male","2","Divorced","22930","0","18","8","0","5","0","4","0","2"
"239","No","3","3","3","1","3","21","Travel_Rarely","Sales","16","2","Male","3","Single","87260","1","11","8","1","3","2","3","1","2"
"240","No","4","4","4","3","3","44","Travel_Rarely","Research & Development","2","2","Male","1","Married","40110","4","14","8","1","26","2","2","0","1"
"241","No","1","3","3","2","3","22","Travel_Rarely","Research & Development","2","2","Female","2","Married","195450","0","14","8","0","3","3","2","2","2"
"242","No","3","3","3","3","3","33","Travel_Rarely","Sales","13","4","Female","2","Divorced","45680","0","18","8","1","6","2","5","1","2"
"243","No","1","4","2","3","3","32","Travel_Rarely","Research & Development","1","1","Female","1","Married","30220","1","16","8","1","6","3","6","0","5"
"244","No","3","3","3","3","3","30","Travel_Frequently","Research & Development","4","5","Male","3","Divorced","57720","1","17","8","0","1","3","1","0","0"
"245","No","4","1","4","2","3","53","Travel_Rarely","Research & Development","24","3","Female","3","Single","22690","7","11","8","1","18","2","14","8","10"
"246","No","2","4","2","3","3","34","Travel_Rarely","Research & Development","1","5","Male","1","Married","53810","1","12","8","0","10","0","10","8","8"
"247","Yes","1","1","3","3","3","45","Travel_Frequently","Research & Development","19","4","Male","3","Married","34410","2","13","8","1","5","5","1","0","0"
"248","No","3","4","3","4","3","26","Travel_Rarely","Research & Development","7","2","Male","1","Married","54540","1","13","8","1","3","5","3","0","2"
"249","No","3","3","3","2","3","37","Travel_Rarely","Research & Development","4","3","Male","1","Married","98840","1","14","8","0","10","3","10","7","8"
"250","No","2","3","2","3","3","29","Travel_Rarely","Research & Development","2","3","Female","1","Married","41570","1","17","8","3","6","2","6","1","2"
"251","No","2","4","3","3","3","35","Travel_Rarely","Research & Development","10","5","Female","4","Single","134580","1","11","8","0","17","3","17","11","8"
"252","No","3","4","1","3","4","33","Travel_Frequently","Research & Development","8","3","Male","2","Divorced","90690","3","25","8","1","15","3","13","4","7"
"253","No","3","2","4","2","3","54","Travel_Rarely","Research & Development","5","2","Female","2","Married","40140","2","19","8","1","16","4","9","7","1"
"254","No","2","2","3","2","3","36","Travel_Rarely","Research & Development","8","3","Male","2","Divorced","59150","2","13","8","1","13","3","3","0","2"
"255","No","1","4","3","1","3","27","Travel_Rarely","Sales","9","3","Male","5","Single","59930","0","14","8","1","5","3","4","1","1"
"256","Yes","4","3","3","2","3","20","Travel_Rarely","Research & Development","1","3","Male","5","Single","61620","1","12","8","3","1","2","1","1","1"
"257","Yes","1","1","3","3","3","33","Travel_Frequently","Research & Development","15","4","Female","1","Single","24060","1","11","8","0","10","3","10","9","7"
"258","No","3","3","3","4","3","35","Non-Travel","Research & Development","2","1","Male","1","Married","187400","1","19","8","1","1","2","1","0","0"
"259","No","1","1","4","3","3","23","Travel_Rarely","Research & Development","2","3","Male","1","Married","76370","2","11","8","1","5","3","3","0","2"
"260","No","4","2","3","3","3","25","Travel_Rarely","Research & Development","11","3","Male","2","Married","100960","0","11","8","1","4","3","3","1","2"
"261","No","4","4","3","2","4","38","Travel_Rarely","Research & Development","16","3","Male","5","Single","147560","0","20","8","1","8","3","7","0","5"
"262","No","2","4","3","2","3","29","Travel_Frequently","Sales","2","4","Male","4","Divorced","64990","1","18","8","3","10","3","10","2","8"
"263","No","2","2","3","4","3","48","Travel_Rarely","Research & Development","16","3","Male","1","Married","97240","3","13","8","0","12","2","2","2","2"
"264","No","4","4","3","3","3","27","Travel_Frequently","Sales","4","3","Male","5","Divorced","21940","1","12","8","0","6","5","6","0","4"
"265","No","4","4","3","4","3","37","Travel_Rarely","Research & Development","16","3","Male","3","Single","33880","3","11","8","0","4","2","1","0","0"
"266","No","4","3","3","4","3","50","Travel_Rarely","Sales","5","3","Male","1","Married","54730","1","19","8","1","20","2","20","3","8"
"267","No","4","2","4","3","4","34","Travel_Rarely","Research & Development","18","1","Male","1","Single","27030","1","21","8","1","9","2","8","7","7"
"268","Yes","1","3","3","1","3","24","Travel_Rarely","Research & Development","17","2","Female","1","Single","25010","9","12","8","0","4","3","2","2","0"
"269","No","4","3","3","3","3","39","Travel_Rarely","Research & Development","12","5","Female","1","Single","62200","1","14","8","2","20","2","20","11","10"
"270","No","4","4","2","1","3","32","Travel_Rarely","Research & Development","2","3","Male","5","Single","30380","1","11","8","0","10","5","10","0","8"
"271","Yes","2","3","3","2","3","50","Travel_Frequently","Research & Development","4","2","Male","4","Married","44240","3","14","8","1","18","2","4","1","3"
"272","No","2","4","2","2","3","38","Travel_Rarely","Research & Development","9","4","Male","1","Single","43120","0","12","8","1","10","2","9","1","8"
"273","No","3","1","3","2","4","27","Travel_Rarely","Research & Development","10","3","Male","5","Married","132450","1","23","8","1","9","3","9","0","7"
"274","No","3","4","NA","3","3","32","Travel_Rarely","Sales","1","3","Male","2","Single","136640","3","14","8","0","10","6","7","7","7"
"275","No","4","1","3","3","3","47","Travel_Rarely","Research & Development","2","3","Female","5","Single","50210","2","17","8","0","20","3","7","1","7"
"276","No","4","1","3","3","3","40","Travel_Frequently","Research & Development","3","4","Female","3","Married","51260","5","18","8","0","20","2","18","1","12"
"277","No","3","3","3","3","3","53","Travel_Rarely","Research & Development","7","1","Male","2","Married","28590","3","18","8","1","32","2","5","1","3"
"278","No","2","4","2","3","4","41","Travel_Rarely","Sales","6","3","Male","1","Divorced","102390","3","24","8","3","23","3","21","12","6"
"279","No","1","1","3","4","4","60","Travel_Rarely","Research & Development","8","2","Female","5","Single","53290","8","20","8","0","10","3","2","2","2"
"280","No","4","1","2","2","3","27","Travel_Frequently","Research & Development","29","1","Male","2","Divorced","43250","1","14","8","0","9","2","9","1","7"
"281","No","4","3","3","3","3","41","Travel_Rarely","Research & Development","3","3","Male","1","Married","72600","1","16","8","0","22","2","22","2","10"
"282","No","4","2","3","4","4","50","Travel_Rarely","Sales","9","3","Male","2","Married","23220","7","25","8","1","4","0","2","2","2"
"283","Yes","1","2","3","2","3","28","Travel_Rarely","Sales","2","4","Male","3","Single","20750","7","18","8","3","10","0","7","3","7"
"284","No","1","1","3","3","3","36","Non-Travel","Research & Development","10","4","Female","2","Married","41520","9","19","8","1","10","3","8","0","5"
"285","No","3","3","4","3","3","38","Travel_Rarely","Research & Development","1","3","Female","3","Single","96190","4","13","8","1","10","2","1","0","0"
"286","No","1","3","3","2","3","44","Non-Travel","Research & Development","8","2","Male","1","Single","135030","2","12","8","0","9","6","5","1","4"
"287","No","4","3","2","2","4","47","Travel_Frequently","Research & Development","27","3","Male","1","Divorced","54410","9","22","8","1","28","6","22","11","13"
"288","No","3","4","2","3","3","30","Travel_Rarely","Research & Development","8","3","Male","2","Divorced","52090","7","14","8","1","10","3","8","7","7"
"289","No","3","3","3","3","3","29","Travel_Rarely","Research & Development","1","2","Female","1","Single","106730","1","13","8","3","1","2","1","0","0"
"290","Yes","3","3","3","3","4","42","Travel_Frequently","Research & Development","10","1","Female","1","Divorced","50100","6","21","8","3","7","3","2","2","2"
"291","No","4","4","3","3","3","43","Travel_Frequently","Research & Development","26","1","Male","1","Married","135490","3","11","8","2","7","3","2","2","2"
"292","No","2","3","3","4","3","34","Travel_Rarely","Research & Development","2","5","Male","2","Single","49990","3","12","8","2","10","2","5","4","3"
"293","No","2","1","4","3","3","23","Travel_Rarely","Sales","13","3","Male","5","Married","42210","1","11","8","1","5","4","4","0","2"
"294","No","3","2","1","2","3","39","Travel_Rarely","Sales","2","4","Female","4","Married","138720","9","12","8","3","12","3","8","3","6"
"295","No","3","4","2","3","3","56","Travel_Rarely","Research & Development","2","4","Male","1","Married","20420","7","12","8","0","30","6","10","1","1"
"296","No","4","4","2","3","3","40","Travel_Rarely","Sales","9","3","Male","2","Single","20730","0","14","8","0","5","3","4","2","3"
"297","No","4","1","1","3","3","27","Travel_Rarely","Research & Development","10","3","Female","1","Single","29560","8","13","8","0","9","6","7","0","7"
"298","No","4","2","3","2","3","29","Travel_Rarely","Sales","20","3","Female","2","Divorced","29260","1","15","8","1","2","3","2","2","2"
"299","No","4","4","3","3","3","53","Travel_Rarely","Research & Development","9","3","Female","3","Single","48090","2","18","8","0","19","2","2","2","2"
"300","No","4","1","4","3","3","35","Non-Travel","Research & Development","5","1","Male","1","Divorced","51630","2","18","8","2","16","4","1","0","0"
